date,customer_id,time_on_site [Minutes],clicks_in_site,Days_Since_Last_Purchase,Average_Purchase_Frequency,product_category_502,product_category_503,product_category_504,product_category_505,product_category_506,product_category_507,product_category_508,product_category_509,product_category_510,product_category_511,product_category_512,product_category_513,product_category_514,product_category_515,payment_method_paypal
2018-11-25,23108,-0.39165649141161996,-0.3762022399606395,-0.28771344162519935,-0.30801840943944886,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018-11-23,55260,-0.08896919653164384,-0.6747966805104159,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-26,43546,-0.40291619384698013,-0.6747966805104159,-0.6534486357261023,0.9122752175406168,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-26,51380,-0.4062278710338508,-0.07760779941086318,-0.6534486357261023,0.008354012370197809,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-11-26,37322,-0.2711114418095288,-0.5254994602355277,-0.6534486357261023,0.008354012370197809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2018-11-26,47648,-0.07638482322153543,-0.22690501968575136,-0.6534486357261023,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-23,58616,-0.2909815049307526,0.22098664113891317,0.4437569465766065,0.008354012370197809,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-29,15411,-0.3274099539863296,-0.4508508500980836,-1.7506542180288112,-0.30801840943944886,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018-11-22,17850,-0.2346829927539518,-0.6747966805104159,0.8094921406775095,-0.7147829517661375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-11-27,36358,-0.3399943272964381,-0.4508508500980836,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-21,36000,-0.1406313606468258,-0.0029591892734190987,1.1752273347784123,-0.30801840943944886,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-11-26,21629,0.07528999193713966,-0.6747966805104159,-0.6534486357261023,0.008354012370197809,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-23,47503,-0.35920205498028773,-0.6747966805104159,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018-11-27,28040,-0.46848740214701867,-0.3762022399606395,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-29,18704,-0.4201369152187074,0.6688783019635777,-1.7506542180288112,-0.4134758833759977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-23,10260,-0.45259135165003966,-0.6747966805104159,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-29,39321,-0.2220986194438434,0.3702838614138013,-1.7506542180288112,-0.30801840943944886,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-27,32403,-0.22805963838021054,-0.6001480703729718,-1.0191838298270053,0.6410988559894911,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-27,35255,-0.25190371412567913,0.29563525127635726,-1.0191838298270053,1.2738436996087845,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2018-11-24,13771,0.20908175028671336,1.5646616236129067,0.07802175247570359,-0.4978418625252369,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-21,52704,-0.4512666807752914,-0.6747966805104159,1.1752273347784123,-0.7825770421539189,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018-11-23,48701,-0.3625137321671584,-0.6001480703729718,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-11-23,38187,-0.3274099539863296,0.29563525127635726,0.4437569465766065,0.008354012370197809,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-25,31437,-0.0677744625356718,3.0576338263617884,-0.28771344162519935,-0.30801840943944886,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-11-27,52426,-0.09161853828114039,1.639310233750351,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-27,43492,-0.3141632452388471,-0.6747966805104159,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,20549,-0.3029035428034869,-0.22690501968575136,0.4437569465766065,-0.6243908312490956,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2018-11-25,38927,-0.44861733902579487,-0.6001480703729718,-0.28771344162519935,0.008354012370197809,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-25,10566,-0.38900714966212346,-0.30155362982319545,-0.28771344162519935,-0.30801840943944886,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018-11-23,12479,-0.1942805310741301,0.8181755222384659,0.4437569465766065,-0.6243908312490956,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-25,18450,-0.2386570053781966,2.161850504712459,-0.28771344162519935,0.008354012370197809,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2018-11-22,20296,-0.41616290259446265,-0.22690501968575136,0.8094921406775095,0.3699224944383655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2018-11-28,25316,3.0591111373075823,1.4153644033380186,-1.384919023927908,1.2738436996087845,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-27,37583,-0.33072163117320025,-0.7494452906478599,-1.0191838298270053,0.16654022327502113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-22,33047,-0.4095395482207214,-0.30155362982319545,0.8094921406775095,-0.7147829517661375,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018-11-25,45510,-0.3207865996125883,-0.6747966805104159,-0.28771344162519935,-0.30801840943944886,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-26,39790,-0.22011161313172103,0.7435269121010217,-0.6534486357261023,0.008354012370197809,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-26,19983,-0.4121888899702179,0.071689420864025,-0.6534486357261023,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-28,13400,3.8406669534090523,1.1914185729256863,-1.384919023927908,2.539333386847371,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-22,56478,-0.34131899817118627,-0.6001480703729718,0.8094921406775095,-0.7147829517661375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018-11-26,47825,-0.3459553462328052,-0.22690501968575136,-0.6534486357261023,1.2738436996087845,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018-11-23,33690,-0.38503313703787867,-0.3762022399606395,0.4437569465766065,-0.6243908312490956,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-26,39485,-0.32608528311158136,1.5646616236129067,-0.6534486357261023,0.008354012370197809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-25,45904,-0.3823837952883822,-0.15225640954830727,-0.28771344162519935,-0.30801840943944886,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-27,44894,-0.17904681601452513,0.967472742513354,-1.0191838298270053,0.008354012370197809,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2018-11-23,11460,-0.06843679797304594,2.684390775674568,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-11-25,37930,-0.06380044991142703,0.89282413237591,-0.28771344162519935,-0.30801840943944886,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-21,45015,-0.3638384030419066,-0.6001480703729718,1.1752273347784123,-0.7825770421539189,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-11-23,25669,-0.23600766362870007,-0.22690501968575136,0.4437569465766065,0.008354012370197809,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-11-21,13605,-0.3909941559742458,-0.30155362982319545,1.1752273347784123,-0.30801840943944886,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-23,25774,-0.3459553462328052,-0.4508508500980836,0.4437569465766065,0.008354012370197809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-22,52688,-0.31151390348935054,1.2660671830631303,0.8094921406775095,-0.7147829517661375,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,51574,-0.27177377724690294,-0.3762022399606395,0.4437569465766065,-0.6243908312490956,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,23395,-0.3909941559742458,0.5942296918261336,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-23,53067,-0.2631634165610393,0.071689420864025,0.4437569465766065,0.008354012370197809,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-28,21165,3.3770321472471636,-0.7494452906478599,-1.384919023927908,2.539333386847371,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-11-28,50189,2.926644049832757,-0.22690501968575136,-1.384919023927908,2.539333386847371,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-28,25819,3.4498890453583173,-0.6001480703729718,-1.384919023927908,2.539333386847371,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-23,17472,-0.2697867709347806,0.5195810816886896,0.4437569465766065,-0.6243908312490956,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,44301,-0.40689020647122487,-0.6747966805104159,0.4437569465766065,0.008354012370197809,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-23,30718,-0.33734498554694153,-0.07760779941086318,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-29,45011,-0.45192901621266546,-0.6747966805104159,-1.7506542180288112,-0.4134758833759977,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-11-22,30645,-0.2605140748115428,-0.5254994602355277,0.8094921406775095,-0.17243022866388605,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-20,47381,-0.3340333083600709,-0.5254994602355277,1.5409625288793154,0.008354012370197809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-26,57327,-0.1704364553286615,-0.30155362982319545,-0.6534486357261023,0.6410988559894911,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-11-26,40379,-0.3784097826641374,-0.5254994602355277,-0.6534486357261023,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
